isotype	gene	distance	rsq
Ig	D16_1-26	6	0.012345679012345678
Ig	D16_1-26	18	0.01234567901234568
Ig	D16_1-26	24	1.0
Ig	D16_1-26	72	1.0
Ig	D16_1-26	77	0.012345679012345678
Ig	D16_1-26	85	0.012345679012345678
Ig	D16_1-26	106	0.25925925925925924
Ig	D16_1-26	114	0.012345679012345678
Ig	D16_1-26	120	0.012345679012345678
Ig	D16_1-26	125	0.012345679012345678
Ig	D16_1-26	128	0.02777777777777778
Ig	D16_1-26	129	0.012345679012345678
Ig	D16_1-26	130	0.012345679012345678
Ig	D16_1-26	131	0.012345679012345678
Ig	D16_1-26	135	0.012345679012345678
Ig	D16_1-26	136	0.012345679012345678
Ig	D16_1-26	143	0.01234567901234568
Ig	D16_1-26	146	0.027777777777777783
Ig	D16_1-26	155	0.012345679012345678
Ig	D16_1-26	192	1.0
Ig	D16_1-26	197	0.04761904761904762
Ig	D16_1-26	204	0.012345679012345678
Ig	D16_1-26	239	0.01234567901234568
Ig	D16_1-26	247	0.012345679012345678
Ig	D16_1-26	248	0.012345679012345678
Ig	D16_1-26	250	0.01234567901234568
Ig	D16_1-26	251	0.012345679012345678
Ig	D16_1-26	252	0.01234567901234568
Ig	D16_1-26	253	0.01234567901234568
Ig	D16_1-26	279	0.012345679012345678
Ig	D16_1-26	285	0.012345679012345678
Ig	D16_1-26	286	0.012345679012345678
Ig	D16_1-26	287	0.047619047619047616
Ig	D16_1-26	288	0.02777777777777778
Ig	D16_1-26	289	0.012345679012345678
Ig	D16_1-26	290	0.01234567901234568
Ig	D16_1-26	298	0.012345679012345678
Ig	D16_1-26	299	0.02777777777777778
Ig	D16_1-26	303	0.047619047619047616
Ig	D16_1-26	306	0.047619047619047616
Ig	D16_1-26	307	0.047619047619047616
Ig	D16_1-26	308	0.047619047619047616
Ig	D16_1-26	309	0.02777777777777778
Ig	D16_1-26	310	0.02777777777777778
Ig	D16_1-26	321	0.047619047619047616
Ig	D16_1-26	322	0.047619047619047616
Ig	D16_1-26	325	0.012345679012345678
Ig	D16_1-26	12	0.01234567901234568
Ig	D16_1-26	18	0.012345679012345678
Ig	D16_1-26	66	0.012345679012345678
Ig	D16_1-26	71	0.012345679012345678
Ig	D16_1-26	79	0.012345679012345678
Ig	D16_1-26	100	0.047619047619047616
Ig	D16_1-26	108	0.012345679012345678
Ig	D16_1-26	114	1.0
Ig	D16_1-26	119	0.012345679012345678
Ig	D16_1-26	122	0.02777777777777778
Ig	D16_1-26	123	1.0
Ig	D16_1-26	124	0.012345679012345678
Ig	D16_1-26	125	0.01234567901234568
Ig	D16_1-26	129	0.01234567901234568
Ig	D16_1-26	130	0.012345679012345678
Ig	D16_1-26	137	1.0
Ig	D16_1-26	140	0.027777777777777783
Ig	D16_1-26	149	1.0
Ig	D16_1-26	186	0.012345679012345678
Ig	D16_1-26	191	0.25925925925925924
Ig	D16_1-26	198	1.0
Ig	D16_1-26	233	0.012345679012345678
Ig	D16_1-26	241	0.012345679012345678
Ig	D16_1-26	242	0.01234567901234568
Ig	D16_1-26	244	0.012345679012345678
Ig	D16_1-26	245	0.012345679012345678
Ig	D16_1-26	246	0.012345679012345678
Ig	D16_1-26	247	0.012345679012345678
Ig	D16_1-26	273	0.01234567901234568
Ig	D16_1-26	279	0.012345679012345678
Ig	D16_1-26	280	0.012345679012345678
Ig	D16_1-26	281	0.047619047619047616
Ig	D16_1-26	282	0.02777777777777778
Ig	D16_1-26	283	0.012345679012345678
Ig	D16_1-26	284	0.012345679012345678
Ig	D16_1-26	292	0.012345679012345678
Ig	D16_1-26	293	0.02777777777777778
Ig	D16_1-26	297	0.047619047619047616
Ig	D16_1-26	300	0.047619047619047616
Ig	D16_1-26	301	0.047619047619047616
Ig	D16_1-26	302	0.047619047619047616
